"entry","displayId","name"
24525,91,Highback Chair
24526,91,Highback Chair
24527,91,Highback Chair
24528,622,Stone Bench
24529,622,Stone Bench
24530,622,Stone Bench
24531,622,Stone Bench
24532,622,Stone Bench
24533,622,Stone Bench
24534,622,Stone Bench
24535,622,Stone Bench
24536,622,Stone Bench
24537,622,Stone Bench
24538,623,Wooden Bench
24539,623,Wooden Bench
24540,623,Wooden Bench
24541,623,Wooden Bench
24542,623,Wooden Bench
24543,623,Wooden Bench
24544,623,Wooden Bench
24545,623,Wooden Bench
24546,623,Wooden Bench
24547,623,Wooden Bench
24548,623,Wooden Bench
24549,623,Wooden Bench
24550,623,Wooden Bench
24551,623,Wooden Bench
24552,623,Wooden Bench
24553,623,Wooden Bench
24554,623,Wooden Bench
24555,623,Wooden Bench
24556,623,Wooden Bench
24557,91,Highback Chair
24558,91,Highback Chair
24559,91,Highback Chair
24560,91,Highback Chair
24561,91,Highback Chair
24562,91,Highback Chair
24563,91,Highback Chair
24564,91,Highback Chair
24565,91,Highback Chair
24566,91,Highback Chair
24567,91,Highback Chair
24568,91,Highback Chair
24569,91,Highback Chair
24570,91,Highback Chair
24571,91,Highback Chair
24572,91,Highback Chair
24573,91,Highback Chair
24574,91,Highback Chair
24575,91,Highback Chair
24576,91,Highback Chair
24577,91,Highback Chair
24578,91,Highback Chair
24579,91,Highback Chair
24580,91,Highback Chair
24581,91,Highback Chair
24582,91,Highback Chair
24583,91,Highback Chair
24584,91,Highback Chair
24585,91,Highback Chair
24586,91,Highback Chair
24587,91,Highback Chair
24588,91,Highback Chair
24589,91,Highback Chair
24590,91,Highback Chair
24591,91,Highback Chair
24592,91,Highback Chair
24593,91,Highback Chair
24594,91,Highback Chair
24595,91,Highback Chair
24596,91,Highback Chair
24597,39,Wooden Chair
24598,39,Wooden Chair
24599,39,Wooden Chair
24600,39,Wooden Chair
24601,39,Wooden Chair
24602,39,Wooden Chair
24603,39,Wooden Chair
24604,39,Wooden Chair
24605,39,Wooden Chair
24606,39,Wooden Chair
24607,39,Wooden Chair
24608,39,Wooden Chair
24609,91,Highback Chair
24610,91,Highback Chair
24611,622,Stone Bench
24612,622,Stone Bench
24613,622,Stone Bench
24614,622,Stone Bench
24615,622,Stone Bench
24616,622,Stone Bench
24617,622,Stone Bench
24618,622,Stone Bench
24619,622,Stone Bench
24620,622,Stone Bench
24621,622,Stone Bench
24622,622,Stone Bench
24623,39,Wooden Chair
24624,39,Wooden Chair
24625,39,Wooden Chair
24626,39,Wooden Chair
24627,39,Wooden Chair
24628,39,Wooden Chair
24629,39,Wooden Chair
24630,39,Wooden Chair
24631,39,Wooden Chair
24632,39,Wooden Chair
24633,39,Wooden Chair
24634,39,Wooden Chair
24635,39,Wooden Chair
24636,39,Wooden Chair
24637,39,Wooden Chair
24638,39,Wooden Chair
24639,39,Wooden Chair
24640,39,Wooden Chair
24641,39,Wooden Chair
24642,39,Wooden Chair
24643,39,Wooden Chair
24644,39,Wooden Chair
24645,39,Wooden Chair
24646,39,Wooden Chair
24647,39,Wooden Chair
24648,39,Wooden Chair
24649,39,Wooden Chair
24650,39,Wooden Chair
24651,39,Wooden Chair
24652,39,Wooden Chair
24653,39,Wooden Chair
24654,39,Wooden Chair
24655,39,Wooden Chair
24656,39,Wooden Chair
24657,91,Highback Chair
24658,91,Highback Chair
24659,39,Wooden Chair
24660,39,Wooden Chair
24661,39,Wooden Chair
24662,39,Wooden Chair
24663,39,Wooden Chair
24664,39,Wooden Chair
24665,39,Wooden Chair
24666,39,Wooden Chair
24667,39,Wooden Chair
24668,39,Wooden Chair
24669,39,Wooden Chair
24670,39,Wooden Chair
24671,39,Wooden Chair
24672,39,Wooden Chair
24673,39,Wooden Chair
24674,39,Wooden Chair
24675,39,Wooden Chair
24676,39,Wooden Chair
24677,39,Wooden Chair
24678,39,Wooden Chair
24679,39,Wooden Chair
24680,39,Wooden Chair
24681,39,Wooden Chair
24682,39,Wooden Chair
24683,39,Wooden Chair
24684,39,Wooden Chair
24685,39,Wooden Chair
24686,39,Wooden Chair
24687,39,Wooden Chair
24688,39,Wooden Chair
24689,39,Wooden Chair
24690,39,Wooden Chair
24691,39,Wooden Chair
24692,39,Wooden Chair
24693,39,Wooden Chair
24694,39,Wooden Chair
24695,39,Wooden Chair
24696,39,Wooden Chair
24697,39,Wooden Chair
24698,39,Wooden Chair
24699,39,Wooden Chair
24700,39,Wooden Chair
24701,39,Wooden Chair
24702,39,Wooden Chair
24703,39,Wooden Chair
24704,39,Wooden Chair
24705,39,Wooden Chair
24706,39,Wooden Chair
24715,26,The Park
24717,26,The Park
24718,26,The Park
24719,26,The Park
24720,26,The Park
24721,26,The Park
24723,200,Bonfire
24724,200,Bonfire
24725,200,Bonfire
24726,200,Bonfire
24727,200,Bonfire
24728,200,Bonfire
24729,200,Bonfire
24745,233,Forge
24746,305,Forge
24758,626,Warm Fire
24759,626,Warm Fire
24760,626,Warm Fire
24761,626,Warm Fire
24762,626,Warm Fire
24763,626,Warm Fire
24764,626,Warm Fire
24765,626,Warm Fire
24776,11,Yuriv's Tombstone
24777,19,Yuriv's Tombstone
24798,627,Sundried Driftwood
25328,174,Pestle's Apothecary
25329,214,Kurdran Wildhammer
25330,214,General Turalyon
25331,214,Ranger Captain Alleria Windrunner
25332,214,Danath Trollbane
25333,214,Archmage Khadgar of the Kirin Tor
25334,630,Industrial District
25336,631,Old Town
25337,631,Old Town
25338,632,Cathedral Square
25339,632,Cathedral Square
25340,632,Cathedral Square
25341,633,The Park
25342,633,The Park
25346,631,Old Town
25347,631,Old Town
25348,634,Mage Quarter
25349,634,Mage Quarter
25350,634,Mage Quarter
25351,634,Mage Quarter
25352,633,The Park
25353,633,The Park
25354,633,The Park
25355,632,Cathedral Square
25356,632,Cathedral Square
25357,632,Cathedral Square
26449,231,Recombobulator
26480,635,Craghelm's Plate and Chain
26482,636,Goldfury's Hunting Supplies
26483,637,Fizzlespinner's General Goods
26485,636,Thundershot Guns 'n Ammo
26486,639,The Stonefire Tavern
26487,640,Barim's Reagents
26488,638,Timberline Arms
26489,639,Bruuk's Corner
26490,641,Ironforge Visitor's Center
26491,637,Pithwick's Bags and Supplies
26492,641,Farmountain Maps
26493,642,Stonebranch Herbalist
26494,197,Dwarven Brazier
26495,197,Dwarven Brazier
26496,197,Dwarven Brazier
26497,641,Deep Mountain Mining Guild
26498,643,The Bronze Kettle
26499,197,Dwarven Brazier
28024,10,Caravan Chest
28027,26,Dwarven District
28028,26,Dwarven District
28029,26,Dwarven District
28030,26,Dwarven District
28031,26,Dwarven District
28032,26,Dwarven District
28033,27,Dwarven District
28034,27,Dwarven District
28035,26,Stormwind Gate
28036,26,Stormwind Gate
28037,26,Stormwind Gate
28038,26,Stormwind Gate
28039,26,Stormwind Gate
28040,26,Stormwind Gate
28041,26,Stormwind Gate
28042,26,Stormwind Gate
28043,26,Stormwind Gate
28044,630,Dwarven District
28045,630,Dwarven District
28046,630,Dwarven District
28047,630,Dwarven District
28048,39,Wooden Chair
28049,39,Wooden Chair
28050,39,Wooden Chair
28051,39,Wooden Chair
28052,39,Wooden Chair
28053,39,Wooden Chair
28054,39,Wooden Chair
28055,39,Wooden Chair
28056,39,Wooden Chair
28069,39,Wooden Chair
28070,39,Wooden Chair
28071,39,Wooden Chair
28072,39,Wooden Chair
28073,39,Wooden Chair
28074,39,Wooden Chair
28075,39,Wooden Chair
28603,39,Wooden Chair
28604,335,Scattered Crate
28605,39,Wooden Chair
28606,39,Wooden Chair
28607,39,Wooden Chair
28608,39,Wooden Chair
28609,39,Wooden Chair
28610,39,Wooden Chair
28611,648,Dwarven High Back Chair
28612,648,Dwarven High Back Chair
28613,39,Wooden Chair
29150,199,Dwarven Fire
29151,199,Dwarven Fire
29152,39,Wooden Chair
29154,39,Wooden Chair
29155,39,Wooden Chair
29699,39,Wooden Chair
29700,39,Wooden Chair
29701,39,Wooden Chair
29702,39,Wooden Chair
29703,39,Wooden Chair
29704,39,Wooden Chair
29705,39,Wooden Chair
29706,39,Wooden Chair
29707,39,Wooden Chair
29715,39,Wooden Chair
29716,39,Wooden Chair
29717,39,Wooden Chair
29740,39,Wooden Chair
29741,39,Wooden Chair
29742,39,Wooden Chair
29743,39,Wooden Chair
29744,39,Wooden Chair
29745,39,Wooden Chair
29746,39,Wooden Chair
29747,39,Wooden Chair
29748,39,Wooden Chair
29749,39,Wooden Chair
29750,39,Wooden Chair
29751,39,Wooden Chair
29752,39,Wooden Chair
29753,39,Wooden Chair
29754,39,Wooden Chair
29755,39,Wooden Chair
29756,39,Wooden Chair
29757,39,Wooden Chair
29758,39,Wooden Chair
29759,39,Wooden Chair
29760,39,Wooden Chair
29761,39,Wooden Chair
29762,39,Wooden Chair
29763,39,Wooden Chair
29764,39,Wooden Chair
29765,39,Wooden Chair
29766,39,Wooden Chair
29767,39,Wooden Chair
29768,39,Wooden Chair
29769,39,Wooden Chair
29770,39,Wooden Chair
29771,39,Wooden Chair
29772,39,Wooden Chair
29773,39,Wooden Chair
29774,39,Wooden Chair
29775,39,Wooden Chair
29776,39,Wooden Chair
29777,39,Wooden Chair
29780,39,Wooden Chair
29781,39,Wooden Chair
29782,39,Wooden Chair
29783,39,Wooden Chair
29784,192,Basic Campfire
30854,651,Atal'ai Artifact
30855,652,Atal'ai Artifact
30856,653,Atal'ai Artifact
31407,200,Roaring Bonfire
31408,200,Bonfire
31409,200,Raging Bonfire
31410,200,Bonfire
31411,200,Raging Bonfire
31442,0,Basic Campfire
31504,39,Wooden Chair
31507,39,Wooden Chair
31508,39,Wooden Chair
31509,39,Wooden Chair
31510,0,Bright Campfire
31511,192,Bright Campfire
31572,654,Medium Brazier
31573,654,Medium Brazier
31574,409,Smoking Rack
31575,655,Tall Brazier
31576,654,Medium Brazier
31577,655,Tall Brazier
31578,655,Tall Brazier
31579,655,Tall Brazier
31580,216,Bubbling Cauldron
32056,561,IronForge Elevator
32057,561,IronForge Elevator
32107,200,Roaring Fire
32109,200,Roaring Fire
32110,200,Bonfire
32348,635,Flinthammer's Armorer and Clothier
32349,1947,Mailbox
32350,656,Finespindle's Leather Goods
32351,656,Stonebrow's Clothier
32352,657,Traveling Fisherman
32353,658,Springspindle's Gadgets
32354,659,Things That Go Boom!
32355,660,Ironforge Main Gate
32356,660,Hall of Explorers
32357,660,The Commerce Ward
32358,197,Dwarven Brazier
32359,660,The Military Ward
32360,660,Hall of Explorers
32361,660,The Commerce Ward
32362,660,The Mystic Ward
32363,660,Hall of Explorers
32364,660,Market Walk
32365,660,The Military Ward
32366,660,Market Walk
32367,660,Ironforge Main Gate
32368,660,Market Walk
32370,660,Ironforge Main Gate
32371,660,Hall of Explorers
32372,660,The Great Forge
32373,660,The Great Forge
32374,660,The Great Forge
32375,660,The Great Forge
32376,660,Market Walk
32377,660,Vault of Ironforge
32378,660,The Great Forge
32379,660,The Great Forge
32380,660,Vault of Ironforge
32381,660,The Forlorn Caverns
32383,660,The Forlorn Cavern
32384,660,Market Walk
32385,660,The Military Ward
32386,660,Hall of Mysteries
32388,660,Market Walk
32389,197,Dwarven Brazier
32390,660,Hall of Arms
32391,197,Dwarven Brazier
32392,660,The Great Forge
32393,660,Market Walk
32394,660,Market Walk
32395,660,The Great Forge
32396,660,Ironforge Main Gate
32397,660,Ironforge Main Gate
32398,660,Ironforge Main Gate
32399,660,Ironforge Main Gate
32400,660,The Commerce Ward
32401,660,The Commerce Ward
32402,660,Ironforge Main Gate
32403,660,The Commerce Ward
32404,197,Dwarven Brazier
32405,660,Ironforge Main Gate
32406,660,Market Walk
32407,660,Market Walk
32408,660,Hall of Explorers
32409,660,The Commerce Ward
32410,660,Ironforge Main Gate
32411,660,Ironforge Main Gate
32412,660,Market Walk
32413,660,Hall of Explorers
32414,660,The Commerce Ward
32416,197,Dwarven Brazier
32417,660,The Commerce Ward
32418,660,Hall of Explorers
32419,660,Gnomes
32420,660,The Commerce Ward
32421,660,Hall of Explorers
32423,660,Hall of Explorers
32424,660,The Great Forge
32425,197,Dwarven Brazier
32427,660,The Mystic Ward
32428,660,The Military Ward
32429,197,Dwarven Brazier
32430,660,Ironforge Main Gate
32431,660,The Great Forge
32434,660,The Military Ward
32436,660,The Great Forge
32438,660,The Mystic Ward
32440,660,Ironforge Main Gate
32569,10,Galen's Strongbox
32570,166,Anvil
32571,166,Anvil
32572,166,Anvil
32573,166,Anvil
32574,166,Anvil
32578,166,Anvil
32579,166,Anvil
32580,166,Anvil
32581,166,Anvil
32582,166,Anvil
32583,166,Anvil
32584,166,Anvil
32585,166,Anvil
32590,166,Anvil
32591,166,Anvil
32592,166,Anvil
32593,166,Anvil
32594,166,Anvil
32595,166,Anvil
32596,166,Anvil
32783,660,Market Walk
32784,660,Market Walk
32785,660,Market Walk
32786,660,Hall of Explorers
32787,660,Market Walk
32788,660,Hall of Explorers
32789,660,The Great Forge
32790,660,The Great Forge
32791,660,The Mystic Ward
32792,660,Market Walk
32793,660,Hall of Explorers
32833,39,Wooden Chair
32834,39,Wooden Chair
32835,39,Wooden Chair
32842,39,Wooden Chair
32843,39,Wooden Chair
32844,39,Wooden Chair
32845,39,Wooden Chair
32846,39,Wooden Chair
32847,166,Anvil
32848,166,Anvil
32849,166,Anvil
32850,166,Anvil
32851,166,Anvil
32852,166,Anvil
32853,39,Wooden Chair
32854,39,Wooden Chair
32855,39,Wooden Chair
32856,39,Wooden Chair
32857,39,Wooden Chair
32858,39,Wooden Chair
32859,39,Wooden Chair
32860,39,Wooden Chair
32861,39,Wooden Chair
32862,39,Wooden Chair
32863,39,Wooden Chair
32878,200,Bonfire
32879,216,Cauldron
32880,216,Cauldron
32881,200,Roaring Bonfire
32882,200,Raging Fire
32883,200,Bonfire
32884,200,Roaring Fire
32885,200,Raging Bonfire
33998,663,Sewers
33999,663,Sewers
34012,663,Sewers
34013,663,Sewers
34025,166,Anvil
34026,166,Anvil
34027,166,Anvil
34028,166,Anvil
34029,166,Anvil
34030,166,Anvil
34031,166,Anvil
34032,166,Anvil
34033,166,Anvil
34034,166,Anvil
34035,166,Anvil
34036,166,Anvil
34037,166,Anvil
34038,166,Anvil
34167,39,Wooden Chair
34168,39,Wooden Chair
34357,666,BerryFizz Potions and Mixed Drinks
34358,660,The Forlorn Cavern
34359,660,The Forlorn Cavern
34360,197,Dwarven Brazier
34361,660,The Forlorn Cavern
34362,660,The Forlorn Cavern
34363,660,The Forlorn Cavern
34571,667,Forge
34572,667,Forge
35251,1,Karnitol's Chest
35252,51,Ancient Relic
35572,39,Wooden Chair
35573,39,Wooden Chair
35574,39,Wooden Chair
35575,39,Wooden Chair
35576,39,Wooden Chair
35577,648,Dwarven High Back Chair
35578,648,Dwarven High Back Chair
35579,39,Wooden Chair
35580,648,Dwarven High Back Chair
35581,648,Dwarven High Back Chair
35582,39,Wooden Chair
35583,39,Wooden Chair
35584,39,Wooden Chair
35585,39,Wooden Chair
35588,648,Dwarven High Back Chair
35589,648,Dwarven High Back Chair
35591,668,Fishing Bobber
35593,626,Roaring Fire
35594,626,Roaring Fire
35595,626,Roaring Fire
35596,626,Roaring Fire
35597,626,Roaring Fire
35598,626,Roaring Fire
35844,200,Bonfire
36070,663,War Quarter
36071,663,War Quarter
36072,663,The Apothecarium
36073,663,Rogues' Quarter
36077,663,The Apothecarium
36078,663,Trade Quarter
36079,663,The Apothecarium
36080,663,Trade Quarter
36082,663,Magic Quarter
36083,663,Trade Quarter
36085,663,Trade Quarter
36086,663,Magic Quarter
36090,663,Magic Quarter
36091,663,Trade Quarter
36092,663,Magic Quarter
36093,663,Magic Quarter
36094,663,The Apothecarium
36095,663,Trade Quarter
36096,663,Trade Quarter
36098,663,The Apothecarium
36102,663,Trade Quarter
36105,663,Trade Quarter
36113,663,Trade Quarter
36118,663,Trade Quarter
36126,663,Royal Quarter
36127,663,Royal Quarter
36396,216,Cauldron
36397,663,Royal Quarter
36398,663,Royal Quarter
36645,200,Bonfire
36727,1327,Summoning Portal
36738,185,The Book of Ur
36977,39,Wooden Chair
36979,39,Wooden Chair
36980,39,Wooden Chair
36981,39,Wooden Chair
36982,39,Wooden Chair
36983,91,High Back Chair
36984,91,High Back Chair
36985,91,High Back Chair
36986,91,High Back Chair
36987,91,High Back Chair
36988,91,High Back Chair
36989,91,High Back Chair
36990,603,Dining Bench
36991,603,Dining Bench
36992,603,Dining Bench
36993,603,Dining Bench
36994,603,Dining Bench
36995,603,Dining Bench
36996,39,Wooden Chair
36997,39,Wooden Chair
36998,39,Wooden Chair
36999,39,Wooden Chair
37000,39,Wooden Chair
37001,39,Wooden Chair
37002,39,Wooden Chair
37003,39,Wooden Chair
37004,39,Wooden Chair
37005,39,Wooden Chair
37006,91,High Back Chair
37007,91,High Back Chair
37008,91,High Back Chair
37009,91,High Back Chair
37010,91,High Back Chair
37011,91,High Back Chair
37012,91,High Back Chair
37025,39,Wooden Chair
37026,39,Wooden Chair
37027,39,Wooden Chair
37028,39,Wooden Chair
37029,39,Wooden Chair
37030,39,Wooden Chair
37031,39,Wooden Chair
37032,91,High Back Chair
37033,91,High Back Chair
37034,91,High Back Chair
37035,91,High Back Chair
37036,91,High Back Chair
37037,91,High Back Chair
37038,91,High Back Chair
37051,91,War Room Chair
37089,602,Fiery Brazier
37090,602,Fiery Brazier
37091,602,Fiery Brazier
37092,602,Fiery Brazier
37093,602,Fiery Brazier
37094,602,Fiery Brazier
37095,602,Fiery Brazier
37096,602,Fiery Brazier
37097,465,Summoning Circle
37098,10,Perrine's Chest
37099,403,Atal'ai Tablet
37118,676,Galen's Cage
37473,39,Wooden Chair
37474,648,Dwarven High Back Chair
37475,648,Dwarven High Back Chair
37476,39,Wooden Chair
37477,39,Wooden Chair
37478,39,Wooden Chair
37479,39,Wooden Chair
37480,648,Dwarven High Back Chair
37481,648,Dwarven High Back Chair
37482,39,Wooden Chair
37483,648,Dwarven High Back Chair
37484,648,Dwarven High Back Chair
37485,39,Wooden Chair
37486,39,Wooden Chair
37487,39,Wooden Chair
37488,39,Wooden Chair
37489,39,Wooden Chair
37490,39,Wooden Chair
37491,39,Wooden Chair
37492,648,Dwarven High Back Chair
37493,648,Dwarven High Back Chair
38019,679,Cookpot
38020,679,Potbelly Stove
38021,39,Wooden Chair
38022,39,Wooden Chair
38023,39,Wooden Chair
38024,648,Dwarven High Back Chair
38025,648,Dwarven High Back Chair
38026,39,Wooden Chair
38027,39,Wooden Chair
38028,192,Campfire
38029,192,Campfire
38030,192,Campfire
38147,39,Wooden Chair
38148,39,Wooden Chair
38491,355,Forge
38492,166,Anvil
38493,166,Anvil
38494,166,Anvil
38495,166,Anvil
38927,150,Newman's Landing
40197,192,Campfire
40198,680,Fire
40199,396,Fire
40200,396,Fire
40201,680,Fire
40298,192,Campfire
40299,192,Campfire
40301,192,Campfire
40303,273,Anvil
41185,192,Campfire
41186,192,Campfire
41187,192,Campfire
41188,192,Campfire
41189,192,Campfire
41190,192,Campfire
41191,192,Campfire
41192,192,Campfire
41193,192,Campfire
41194,192,Campfire
41195,681,Southshore Town Hall
43116,601,Bone Fire
43117,601,Bone Fire
43118,601,Bone Fire
43119,601,Bone Fire
43120,601,Bone Fire
43121,601,Bone Fire
43122,601,Bone Fire
47296,360,Mesa Elevator
47297,360,Mesa Elevator
48403,138,Short Wooden Seat
48404,192,Campfire
48405,138,Short Wooden Seat
48406,138,Short Wooden Seat
48407,138,Short Wooden Seat
48408,138,Short Wooden Seat
48409,138,Short Wooden Seat
48410,138,Short Wooden Seat
48411,192,Dwarven Campfire
48412,138,Short Wooden Seat
48413,138,Short Wooden Seat
48414,192,Dwarven Campfire
48415,138,Short Wooden Seat
48416,138,Short Wooden Seat
48417,138,Short Wooden Seat
48418,138,Short Wooden Seat
48419,192,Dwarven Campfire
48420,138,Short Wooden Seat
48421,138,Short Wooden Seat
48422,138,Short Wooden Seat
48423,138,Short Wooden Seat
48424,138,Short Wooden Seat
48425,138,Short Wooden Seat
48426,138,Short Wooden Seat
48427,138,Short Wooden Seat
48428,138,Short Wooden Seat
48429,192,Dwarven Campfire
48430,138,Short Wooden Seat
48431,192,Dwarven Campfire
48432,192,Dwarven Campfire
48433,138,Short Wooden Seat
48434,138,Short Wooden Seat
48435,138,Short Wooden Seat
48436,138,Short Wooden Seat
48437,192,Dwarven Campfire
48438,138,Short Wooden Seat
48439,138,Short Wooden Seat
48440,138,Short Wooden Seat
48441,138,Short Wooden Seat
48442,138,Short Wooden Seat
48443,192,Dwarven Campfire
48444,192,Dwarven Campfire
48445,138,Short Wooden Seat
48446,138,Short Wooden Seat
48447,138,Short Wooden Seat
48448,138,Short Wooden Seat
48449,138,Short Wooden Seat
48450,138,Short Wooden Seat
48451,192,Dwarven Campfire
48452,138,Short Wooden Seat
48453,138,Short Wooden Seat
48454,138,Short Wooden Seat
48455,192,Dwarven Campfire
48457,138,Short Wooden Seat
48458,138,Short Wooden Seat
48459,138,Short Wooden Seat
48460,192,Dwarven Campfire
48461,138,Short Wooden Seat
48462,138,Short Wooden Seat
48463,192,Dwarven Campfire
48464,138,Short Wooden Seat
48465,138,Short Wooden Seat
48466,192,Dwarven Campfire
48467,138,Short Wooden Seat
48468,138,Short Wooden Seat
48469,138,Short Wooden Seat
48470,138,Short Wooden Seat
48471,192,Dwarven Campfire
48472,192,Dwarven Campfire
48473,138,Short Wooden Seat
48474,138,Short Wooden Seat
48475,138,Short Wooden Seat
48476,192,Dwarven Campfire
48477,138,Short Wooden Seat
48478,138,Short Wooden Seat
48479,138,Short Wooden Seat
48480,192,Dwarven Campfire
48481,138,Short Wooden Seat
48482,138,Short Wooden Seat
48483,138,Short Wooden Seat
48484,138,Short Wooden Seat
48485,138,Short Wooden Seat
48486,138,Short Wooden Seat
48487,192,Dwarven Campfire
48488,138,Short Wooden Seat
48489,138,Short Wooden Seat
48490,192,Dwarven Campfire
48491,138,Short Wooden Seat
48492,192,Dwarven Campfire
48493,192,Dwarven Campfire
48494,192,Dwarven Campfire
48495,192,Dwarven Campfire
48496,192,Dwarven Campfire
48497,192,Dwarven Campfire
48498,138,Short Wooden Seat
48499,138,Short Wooden Seat
48500,138,Short Wooden Seat
48501,138,Short Wooden Seat
48502,138,Short Wooden Seat
48503,138,Short Wooden Seat
48504,138,Short Wooden Seat
48505,138,Short Wooden Seat
48506,138,Short Wooden Seat
48507,138,Short Wooden Seat
48508,192,Dwarven Campfire
48509,138,Short Wooden Seat
48510,138,Short Wooden Seat
48511,138,Short Wooden Seat
48512,192,Dwarven Campfire
48513,138,Short Wooden Seat
48514,138,Short Wooden Seat
48515,138,Short Wooden Seat
48516,685,Master Control Program
48517,192,Dwarven Campfire
48518,192,Dwarven Campfire
48519,192,Dwarven Campfire
48520,138,Short Wooden Seat
48521,138,Short Wooden Seat
48522,138,Short Wooden Seat
48523,138,Short Wooden Seat
48524,138,Short Wooden Seat
48525,138,Short Wooden Seat
48526,192,Dwarven Campfire
48527,138,Short Wooden Seat
48528,138,Short Wooden Seat
48529,138,Short Wooden Seat
48530,138,Short Wooden Seat
48531,192,Dwarven Campfire
48532,192,Dwarven Campfire
48533,138,Short Wooden Seat
48534,138,Short Wooden Seat
48535,192,Dwarven Campfire
48536,138,Short Wooden Seat
48537,192,Dwarven Campfire
48538,138,Short Wooden Seat
48539,138,Short Wooden Seat
48540,138,Short Wooden Seat
48541,138,Short Wooden Seat
48542,138,Short Wooden Seat
48543,192,Campfire
48544,192,Campfire
48545,138,Short Wooden Seat
48546,138,Short Wooden Seat
48547,192,Dwarven Campfire
48548,138,Short Wooden Seat
48549,138,Short Wooden Seat
48550,138,Short Wooden Seat
48551,138,Short Wooden Seat
48552,192,Dwarven Campfire
48553,138,Short Wooden Seat
48554,192,Dwarven Campfire
48555,192,Dwarven Campfire
48556,192,Dwarven Campfire
48557,192,Dwarven Campfire
48558,192,Dwarven Campfire
48559,192,Dwarven Campfire
48560,138,Short Wooden Seat
48561,138,Short Wooden Seat
48562,138,Short Wooden Seat
48563,138,Short Wooden Seat
48564,138,Short Wooden Seat
48565,138,Short Wooden Seat
48566,138,Short Wooden Seat
48567,138,Short Wooden Seat
48568,138,Short Wooden Seat
48569,138,Short Wooden Seat
48570,192,Dwarven Campfire
48571,138,Short Wooden Seat
48572,138,Short Wooden Seat
48573,138,Short Wooden Seat
48574,138,Short Wooden Seat
48575,138,Short Wooden Seat
48576,192,Dwarven Campfire
49485,201,Warm Fire
49486,201,Warm Fire
49487,654,Burning Embers
50445,654,Burning Embers
50446,654,Burning Embers
50447,201,Burning Embers
50448,201,Burning Embers
50449,201,Burning Embers
50450,201,Burning Embers
50468,273,Anvil
50469,305,Thunder Bluff Forge
50484,686,Cloudweaver's Baskets
50485,687,Dawnstrider Enchanters
50486,688,Bena's Alchemy
50487,689,Holistic Herbalism
50488,690,Thunder Bluff Armorers
50489,691,Thunderhorn's Archery
50490,692,Fruits and Vegetables
50491,692,Breads and Grains
50492,693,Thunder Bluff Bank
50493,694,Karn's Smithy
50494,308,Hunter Rise
50495,308,Spirit Rise
50496,308,Elevator to Mulgore
50497,308,Spirit Rise
50498,308,Hunter Rise
50499,308,Elevator to Mulgore
50500,308,Spirit Rise
50501,308,Hunter Rise
50502,308,Elevator to Mulgore
50503,695,Thunder Bluff Weapons
50504,694,Stonehoof Geology
50505,686,Thunder Bluff Civic Information
50506,308,Elevator to Mulgore
50507,308,Elder Rise
50508,308,Elder Rise
50509,308,Elevator to Mulgore
50510,308,Spirit Rise
50511,308,Spirit Rise
50512,308,Elder Rise
50513,308,Elevator to Mulgore
50514,308,Spirit Rise
50515,308,Hunter Rise
50516,308,Elevator to Mulgore
50517,308,Elder Rise
50518,308,Spirit Rise
50519,308,Elder Rise
50520,686,Elder Rise Drums
50521,692,Kodo Steak and Ribs
50522,692,Mountaintop Bait & Tackle
50523,695,Winterhoof Totems
50524,692,Aska's Kitchen
50525,691,Thunderhoof's Firearms
50526,308,Spirit Rise
50527,308,Hunter Rise
50528,308,Elevator to Mulgore
50529,308,Elder Rise
50530,308,Hunter Rise
50531,308,Hunter Rise
50532,308,Elder Rise
50533,308,Hunter Rise
50534,308,Elder Rise
50535,695,Rainsticks
50536,691,Hunter's Hall
50537,689,Hall of Elders
50538,688,Hall of Spirits
50547,201,Burning Embers
50548,201,Burning Embers
50549,201,Burning Embers
50803,201,Burning Embers
50804,201,Burning Embers
50805,201,Burning Embers
50830,208,Stone Anvil
50831,209,Forge
50910,200,Bonfire
50935,696,Sack of Corn
50936,252,Sack of Barley
50937,696,Sack of Rye
50961,336,Malem Chest
50982,702,The Charred Oak
50983,703,Heated Forge
50984,703,Heated Forge
50985,703,Heated Forge
50986,200,Bonfire
50987,200,Bonfire
50988,200,Bonfire
50989,200,Bonfire
51681,192,Campfire
51702,273,Anvil
51703,273,Anvil
51704,273,Anvil
51705,273,Anvil
51706,273,Anvil
51707,273,Anvil
51708,768,Eliza's Grave Dirt
51948,273,Anvil
51949,233,Forge
51950,200,Bonfire
52175,305,Forge
52176,305,Forge
55250,655,Tall Brazier
55535,192,Campfire
55615,199,Campfire
55616,200,Bonfire
55774,695,Ragetotem Arms
56809,192,""
56810,192,""
56818,192,Campfire
56819,192,Campfire
56820,192,Campfire
56821,192,Campfire
56897,209,Forge
56898,718,Plate-n-Chain
56901,720,Tan-Your-Hide Leatherworks
56903,722,Good Food
56905,724,Swift Flights
56910,728,The Salty Sailor Tavern
56911,729,Stranglethorn Trust Bank
57708,731,Lamppost
57709,731,Lamppost
57710,731,Lamppost
57725,731,Lamppost
57726,731,Lamppost
57727,731,Lamppost
57748,732,Lamppost
57749,732,Lamppost
57750,732,Lamppost
57751,732,Lamppost
57752,732,Lamppost
57753,732,Lamppost
58369,10,Stolen Iron Chest
58388,366,Brazier
58389,366,Brazier
