ID,ModelName
2891,World\Generic\Human\Passive Doodads\Buckets\CaveKoboldBucket.mdx
2911,World\Generic\Goblin\PassiveDoodads\GoblinMachinery\GoblinWeatherVane.mdx
2931,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\STATUETHAURISSAN\STATUEDARKIRONTHAURISSANHAMMER.MDX
2932,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\STATUETHAURISSAN\STATUEDARKIRONTHAURISSAN.MDX
2933,World\Kalimdor\Desolace\PassiveDoodads\KodoGraveBones\BannerCentaur01.mdx
2934,World\Generic\NightElf\Passive Doodads\Ruins\NewElfRuin01.mdx
2935,World\Generic\NightElf\Passive Doodads\Ruins\AZRElfRuin02.mdx
2936,World\Generic\NightElf\Passive Doodads\Ruins\AZRElfRuin03.mdx
2937,World\Generic\NightElf\Passive Doodads\Ruins\NightElfRuins04.mdx
2951,World\Generic\Human\Passive Doodads\Meat\BloodyMeat02.mdx
2971,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Blue01.mdx
2972,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Green01.mdx
2973,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Red01.mdx
2974,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Yellow01.mdx
2975,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Blue02.mdx
2976,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Green02.mdx
2977,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Red02.mdx
2978,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystal_Yellow02.mdx
2991,World\Generic\Orc\Passive Doodads\Plants\wailingPlantPurple01.mdx
3011,World\Generic\PassiveDoodads\Plaque\PlaqueBronze01.mdx
3012,World\Azeroth\Elwynn\PassiveDoodads\GrapeBuckets\GrapeBucket02.mdx
3013,World\Generic\PassiveDoodads\ParticleEmitters\AuraGreenTall.mdx
3014,World\KhazModan\Blackrock\ActiveDoodads\Safe\DarkIronSafe.mdx
3015,World\wmo\transports\transport_ship\transportship.wmo
3031,World\wmo\transports\transport_zeppelin\transport_zeppelin.wmo
3051,World\Lordaeron\Arathi\PassiveDoodads\bushes\ArathiPlant01.mdx
3052,World\Outland\PassiveDoodads\Plants\outlandplant03.mdx
3053,World\Generic\Passive Doodads\WantedPosters\NewWantedPoster02.mdx
3071,World\Goober\G_FreezingTrap.mdx
3072,World\Goober\G_ExplosiveTrap.mdx
3073,World\Goober\G_FrostTrap.mdx
3074,World\Goober\G_ImmolationTrap.mdx
3075,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\VAULT\BLACKROCKVAULTDEPOSITDOOR01.MDX
3076,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\VAULT\BLACKROCKVAULTDEPOSITDOOR02.MDX
3077,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\VAULT\BLACKROCKVAULTSECRETDOOR.MDX
3078,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\VAULT\BLACKROCKVAULTSPECIALDOOR.MDX
3079,World\Generic\Ogre\Passive Doodads\OgreBackpacks\OgreBackpack01.mdx
3080,World\Kalimdor\UnGoro\PassiveDoodads\Crystals\UngoroCrystalPylon01.mdx
3081,World\Azeroth\BurningSteppes\PassiveDoodads\OgreHeadPike\OgreHeadPike.mdx
3091,World\Generic\Human\Passive Doodads\Mugs\MugFoam01.mdx
3111,World\wmo\transports\zeppelin\transport_zeppelin.wmo
3131,WORLD\GENERIC\PASSIVEDOODADS\LIGHTS\CANDELABRATALLWALL01.MDL
3151,World\Generic\Human\Passive Doodads\Mugs\Mug01.mdx
3152,WORLD\GOOBER\DARKIRONKEGSHOTGUN.MDX
3171,World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStoneMonument02.mdx
3191,World\Kalimdor\UnGoro\PassiveDoodads\ThreshadonCorpse\UngoroThreshadonCorpse.mdx
3211,World\Azeroth\Elwynn\PassiveDoodads\CliffRocks\ElwynnCliffRock02.mdx
3212,World\Azeroth\Elwynn\PassiveDoodads\CliffRocks\ElwynnCliffRock04.mdx
3231,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\SongFlower02.mdx
3232,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\SongFlower01.mdx
3251,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\NightDragon02.mdx
3252,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\NightDragon01.mdx
3253,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\Windblossom02.mdx
3254,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\Windblossom01.mdx
3255,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\WhipperRoot01.mdx
3256,World\Kalimdor\Felwood\PassiveDoodads\PlantsQuest\WhipperRoot02.mdx
3271,World\Generic\PassiveDoodads\ParticleEmitters\FeralasLightBlue.mdx
3272,World\NoDXT\Generic\PassiveDoodads\VolumetricLights\UtherShrineLightBeam.mdx
3291,World\Generic\Human\Passive Doodads\Signs\CaveKoboldDangerSign.mdx
3311,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\ANVIL\DARKIRONANVIL.MDX
3331,World\Lordaeron\Plagueland\PassiveDoodads\plants\PlaguelandPuffs01.mdx
3332,World\Azeroth\Westfall\PassiveDoodads\Outhouse\OutHouse.mdx
3351,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\ANVIL\DARKIRONFORGE.MDX
3371,World\Generic\Dwarf\Passive Doodads\Tables\ReadingTable01.mdx
3372,World\Generic\Dwarf\Passive Doodads\Tables\DwarvenTableOrnate04.mdx
3391,World\KhazModan\Blackrock\PassiveDoodads\BlackrockPortraits\BankPortrait.mdx
3411,WORLD\KHAZMODAN\BLACKROCK\ACTIVEDOODADS\DARKIRONBRAZIER\DARKIRONBRAZIER.MDX
3412,World\Generic\PassiveDoodads\Plaque\PlaqueSilver01.mdx
3413,World\KhazModan\Blackrock\ActiveDoodads\Chalice\BlackRockChalice.mdx
3431,World\Kalimdor\Silithus\PassiveDoodads\Crystals\silithus_crystal_spike_01.mdx
3451,World\Kalimdor\Durotar\PassiveDoodads\Bushes\CactusApple01.mdx
3452,World\KhazModan\Blackrock\PassiveDoodads\BlackrockPortraits\BankPortraitPlate.mdx
3471,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\BEDS\DUSKWOODBED.MDX
3491,WORLD\SKILLACTIVATED\TRADESKILLENABLERS\TRADESKILL_ALCHEMYSET_01.MDX
3492,WORLD\KALIMDOR\ONYXIASLAIR\DOORS\ONYXIASGATE01.MDX
3511,World\KhazModan\Blackrock\PassiveDoodads\MuseumGem\MuseumGem01.mdx
3512,World\Kalimdor\Darkshore\ThreshadonCorpse\DarkshoreThreshadonCorpse.mdx
3531,World\wmo\Kalimdor\CollidableDoodads\Darkshore\GiantSeaTurtle02\GiantSeaTurtle02.wmo
3532,World\Azeroth\Westfall\PassiveDoodads\DeadSeaMonster\DeadSeaMonster.mdx
3533,World\Kalimdor\Darkshore\PassiveDoodads\SeaMonsterCarcass\DarkshoreSeaMonster01.mdx
3534,World\wmo\Kalimdor\CollidableDoodads\Darkshore\GiantSeaTurtle01\GiantSeaTurtle01.wmo
3551,World\Generic\Tauren\Passive Doodads\AnimalCages\AnimalCage01.mdx
3552,World\Generic\Tauren\Passive Doodads\AnimalCages\AnimalCage02.mdx
3553,World\Generic\Tauren\Passive Doodads\AnimalCages\AnimalCage03.mdx
3554,World\Generic\Tauren\Passive Doodads\AnimalCages\AnimalCage04.mdx
3571,World\KhazModan\Ironforge\PassiveDoodads\SlimeJars\SlimeJar01.mdx
3572,World\KhazModan\Ironforge\PassiveDoodads\SlimeJars\SlimeJar02.mdx
3591,WORLD\GENERIC\DARKIRONDWARF\ACTIVE DOODADS\RUNES\DARKIRONDWARFRUNE_A1.MDX
3611,World\Generic\PassiveDoodads\ParticleEmitters\BlastedLandsLightningbolt01.mdx
3612,World\Generic\PassiveDoodads\ParticleEmitters\AuraGreen.mdx
3613,World\Generic\Tauren\Passive Doodads\Drums\TaurenDrumGiant01.mdx
3614,WORLD\LORDAERON\STRATHOLME\ACTIVEDOODADS\DOORS\SMALLPORTCULLIS.MDX
3631,WORLD\LORDAERON\STRATHOLME\ACTIVEDOODADS\DOORS\LARGEPORTCULLIS.MDX
3632,WORLD\LORDAERON\STRATHOLME\ACTIVEDOODADS\DOORS\ZIGGURATDOOR.MDX
3651,World\Generic\PassiveDoodads\Feathers\FeatherBigBlue.mdx
3671,WORLD\LORDAERON\STRATHOLME\PASSIVEDOODADS\SIGNS\RUINEDSIGN02.MDX
3672,WORLD\LORDAERON\STRATHOLME\PASSIVEDOODADS\SIGNS\RUINEDSIGN03.MDX
3673,WORLD\LORDAERON\STRATHOLME\PASSIVEDOODADS\SIGNS\RUINEDSIGN01.MDX
3675,World\Generic\Ogre\Passive Doodads\Poodad\Poodad01.mdx
3676,World\Kalimdor\Darkshore\PassiveDoodads\Ruins\DarkshoreRuinWall05.mdx
3677,World\Generic\Dwarf\Passive Doodads\ExcavationWaterWagon\ExcavationWaterWagon.mdx
3678,World\Azeroth\Westfall\PassiveDoodads\Westfall Wagon\WestfallWagon01.mdx
3691,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\RubyCrystal02.mdx
3692,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\RubyCrystal04.mdx
3693,World\KhazModan\Blackrock\ActiveDoodads\Seal\BlackRockSeal.mdx
3711,World\Azeroth\BurningSteppes\PassiveDoodads\Rocks\LavaRock01.mdx
3712,World\Generic\PassiveDoodads\ParticleEmitters\LavaSmokeEmitter.mdx
3731,World\Goober\G_BookTrapLightEvil.mdx
3732,
3751,WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\DOORS\DARKIRONPORTCULLIS.MDX
3771,WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\WROUGHTIRONDOOR.MDX
3791,World\Generic\Orc\Passive Doodads\BarrelsandCrates\OrcCrateBroken01.mdx
3811,WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\WROUGHTIRONDOOR02.MDX
3812,WORLD\KALIMDOR\MAURADON\PASSIVEDOODADS\CORRUPTEDPLANTS\MARAUDONSPEWERTREE.MDX
3813,WORLD\KALIMDOR\MAURADON\PASSIVEDOODADS\CORRUPTEDPLANTS\MARAUDONSPORETREE.MDX
3831,WORLD\GENERIC\GNOME\PASSIVE DOODADS\SUBWAY\SUBWAYCAR.MDX
3851,World\Kalimdor\ThousandNeedles\PassiveDoodads\WyvernEggs\WyvernEggs01.mdx
3871,World\Goober\G_BookOpenMediumRed.mdx
3891,World\Goober\G_DragonEggFreeze.mdx
3911,World\KhazModan\Blackrock\PassiveDoodads\WarchiefsHead\WarchiefRendsHead.mdx
3912,WORLD\KALIMDOR\MAURADON\PASSIVEDOODADS\CORRUPTEDPLANTS\MARAUDONSPAWNERTREE.MDX
3931,World\Generic\ActiveDoodads\InstancePortal\Temporal_Displacement.mdx
3951,World\SkillActivated\TradeskillNodes\Thorium_Miningnode_01.mdx
3952,World\SkillActivated\TradeskillNodes\RichThorium_Miningnode_01.mdx
3971,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\BRAZIERS\HUMANBRAZIERCORRUPT.MDX
3972,World\Goober\G_SoundObject.mdx
3991,World\ENVIRONMENT\DOODAD\WINTERSPRINGGROVE\CrackedIce\cracked_ice01.mdx
3992,World\Lordaeron\Plagueland\PassiveDoodads\rocks\PlaguelandRock05.mdx
3993,World\Generic\PassiveDoodads\ParticleEmitters\AuraGreenShort.mdx
4011,World\Generic\Human\Passive Doodads\Anchor\DeadMineAnchor.mdx
4031,World\Generic\Dwarf\Passive Doodads\Wardrobe\WardrobeDwarvenAverage01.mdx
4032,World\Generic\Human\Passive Doodads\Books\BookSmallOpen04.mdx
4033,World\Kalimdor\Durotar\PassiveDoodads\Bushes\DurotarBush01.mdx
4051,World\Goober\G_EggAlien.mdx
4052,WORLD\GOOBER\G_BELLSHIP.MDX
4053,
4054,
4055,World\Outland\PassiveDoodads\Plants\outlandplant04.mdx
4071,World\Generic\Human\Passive Doodads\Cloth\ClothSpoolRedLow.mdx
4072,World\Generic\Human\Passive Doodads\Vials\SmallVials.mdx
4073,World\Generic\Human\Passive Doodads\Vials\VialsBottles.mdx
4074,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ARMOR\ARMORBREASTPLATEBLUE.MDX
4075,World\Kalimdor\ThousandNeedles\PassiveDoodads\WyvernEggs\WyvernEggs02.mdx
4076,World\KhazModan\Blackrock\ActiveDoodads\AltarRitual\BlackrockAltarRitual.mdx
4091,WORLD\GENERIC\GNOME\PASSIVE DOODADS\FURNITURE\GNOMEBENCHSITTABLE.MDX
4092,World\Lordaeron\Plagueland\PassiveDoodads\Banners\PlaugelandsBanner01.mdx
4093,World\Generic\PassiveDoodads\DeathSkeletons\HumanMaleDeathSkeleton.mdx
4094,World\Generic\PassiveDoodads\Lights\FreestandingTorch01.mdx
4095,World\Generic\Ogre\Passive Doodads\Torches\OgreWallTorchpurple.mdx
4111,World\Lordaeron\TirisfalGlade\PassiveDoodads\Gloomweed\Gloomweed01.mdx
4112,World\Lordaeron\TirisfalGlade\PassiveDoodads\Doomweed\Doomweed01.mdx
4131,World\Generic\Human\Passive Doodads\Dolls\ragdoll01.mdx
4132,WORLD\KALIMDOR\SILITHUS\ACTIVEDOODADS\AHNQIRAJDOOR\AHN_QIRAJ_DOORPLUG.MDX
4133,WORLD\KALIMDOR\SILITHUS\ACTIVEDOODADS\AHNQIRAJDOOR\AHN_QIRAJ_DOORROOTS.MDX
4134,WORLD\KALIMDOR\SILITHUS\ACTIVEDOODADS\AHNQIRAJDOOR\AHN_QIRAJ_DOORRUNES.MDX
4135,World\Goober\G_BookTrapEye.mdx
4136,WORLD\GENERIC\ORC\PASSIVE DOODADS\VOODOOSTUFF\BUBBLINGBOWL01.MDX
4151,World\Lordaeron\Plagueland\PassiveDoodads\Cages\PlaugelandsCage01.mdx
4152,World\Generic\PassiveDoodads\Lights\CandleBlack01.mdx
4153,World\Kalimdor\Darkshore\GiantSeaTurtle\GiantSeaTurtle03.mdx
4154,World\Goober\G_Cage03.mdx
4155,World\Kalimdor\Darkshore\GiantSeaTurtle\GiantSeaTurtle04.mdx
4171,World\Generic\Human\Passive Doodads\Banners\HolyBanner01.mdx
4172,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield3\BattleGladeShield3.mdx
4173,World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsSkull01.mdx
4174,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeSwordSkull\BattleGladeSwordSkull.mdx
4175,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeSword\BattleGladeSword.mdx
4176,World\Goober\G_TentBurninator.mdx
4177,World\Generic\Human\Passive Doodads\CannonBallStack\DeadMineCannonBallStack.mdx
4191,World\ENVIRONMENT\DOODAD\GENERALDOODADS\Package\Horde_package01.mdx
4192,World\Generic\ActiveDoodads\Chest04\Chest04.mdx
4211,World\Lordaeron\Plagueland\PassiveDoodads\BloodOfHeroes\BloodOfHeroes.mdx
4231,World\Lordaeron\Plagueland\ActiveDoodads\Dolly\InfestedDollyHead.mdx
4232,World\Lordaeron\Plagueland\ActiveDoodads\Dolly\InfestedDollyLeftSide.mdx
4233,World\Lordaeron\Plagueland\ActiveDoodads\Dolly\InfestedDollyRightSide.mdx
4234,World\Lordaeron\Plagueland\ActiveDoodads\Dolly\InfestedDollyWhole.mdx
4251,World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberS.mdx
4271,World\ENVIRONMENT\DOODAD\PLAGUELANDS\ActiveDoodads\PlagueCauldronActive.mdx
4291,World\Kalimdor\Winterspring\ActiveDoodads\Altar\WinterspringAltar01.mdx
4311,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnDetailRocks\ElwynnDetailRock01.mdx
4312,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnDetailRocks\ElwynnDetailRock02.mdx
4313,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeBanner1\BattleGladeBanner1.mdx
4314,World\Azeroth\Elwynn\PassiveDoodads\BattleGladeBanner2\BattleGladeBanner2.mdx
4315,World\Azeroth\Westfall\PassiveDoodads\Rocks\WestFallBoulder01.mdx
4316,World\Azeroth\Westfall\PassiveDoodads\Rocks\WestFallBoulder02.mdx
4317,
4318,World\Outland\PassiveDoodads\Rubble\outlandrubble01.mdx
4319,World\Outland\PassiveDoodads\Rocks\floatingrocklarge01.mdx
4320,World\Kalimdor\UnGoro\PassiveDoodads\Rocks\UngoroRock06.mdx
4321,World\Azeroth\BootyBay\PassiveDoodad\DeadFish\FishDeadGreen.mdx
4331,World\Lordaeron\Plagueland\PassiveDoodads\PlagueCauldron\PlagueCauldron.mdx
4332,World\Lordaeron\Stratholme\ActiveDoodads\PostboxDestroyed\StratholmePostBoxRuined.mdx
4351,WORLD\GENERIC\ORC\PASSIVE DOODADS\MEATRACKS\RAWMEATRACK01.MDX
4352,WORLD\GENERIC\ORC\PASSIVE DOODADS\TABLECOOKER\ORCTABLECOOKER01.MDX
4371,World\ENVIRONMENT\DOODAD\GENERALDOODADS\HelpWantedPoster\Helpwantedposter.mdx
4391,World\Generic\Undead\Passive Doodads\UndeadAlchemyTable\undead_alchemy_table.mdx
4392,WORLD\KALIMDOR\ONYXIASLAIR\LAVATRAPS\ONYZIASLAIRLAVATRAP.MDX
4393,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Darnassus.mdx
4394,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Ironforge.mdx
4395,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Ogrimmar.mdx
4396,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Stormwind.mdx
4397,World\Generic\ActiveDoodads\SpellPortals\MagePortal_ThunderBluff.mdx
4398,World\Generic\ActiveDoodads\SpellPortals\MagePortal_UnderCity.mdx
4411,World\Generic\Ogre\ActiveDoodads\OgreHead\GlowingOgreHead.mdx
4412,WORLD\KALIMDOR\ORGRIMMAR\PASSIVEDOODADS\DOORS\ORGRIMMARDOOR.MDX
4413,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\STORMWIND\STORMWINDDOOR.MDX
4431,World\Generic\Human\Passive Doodads\Books\BookMedium07.mdx
4432,World\Kalimdor\Orgrimmar\PassiveDoodads\Pentagram\OrgrimmarPentagram.mdx
4451,World\Generic\PassiveDoodads\Skeletons\lightSkeletonLaying01.mdx
4452,World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberM.mdx
4453,World\Kalimdor\Desolace\PassiveDoodads\KodoGraveBones\KodoGrave06.mdx
4471,World\Generic\PassiveDoodads\ParticleEmitters\AuraPurple.mdx
4472,WORLD\KALIMDOR\ONYXIASLAIR\LAVATRAPS\ONYZIASLAIRLAVATRAPMIRROR.MDX
4473,WORLD\KALIMDOR\ONYXIASLAIR\FALLINGROCKS\ONYZIASLAIRFALLINGROCKS.MDX
4491,World\Goober\G_Mortar.mdx
4511,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR04.MDX
4531,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer01.mdx
4551,WORLD\DUNGEON\CAVERNSOFTIME\ACTIVEDOODADS\CAVERNSOFTIMEDOOR\CAVERNDOOR.MDX
4552,WORLD\AZEROTH\ZULGURUB\ACTIVEDOODADS\MAINDOOR\ZULGURUBMAINDOOR.MDX
4571,WORLD\AZEROTH\ELWYNN\ACTIVEDOODADS\ABBEYBELL\NSABBEYBELL.MDX
4572,WORLD\KALIMDOR\ORGRIMMAR\PASSIVEDOODADS\ORGRIMMARBONFIRE\ORGRIMMARBONFIRE01.MDX
4591,WORLD\GENERIC\PASSIVEDOODADS\POSTBOXES\POSTBOXUNDEAD.MDX
4611,World\Kalimdor\DireMaul\PassiveDoodads\OgreCampfires\OgreCampfire01.mdx
4612,World\Kalimdor\Felwood\ActiveDoodads\IllidanCrystal\IllidanCrystal02.mdx
4631,World\Goober\G_Keg.mdx
4632,World\SkillActivated\TradeskillNodes\Bush_PlagueBloom.mdx
4633,World\SkillActivated\TradeskillNodes\Bush_MountainSilverSage.mdx
4634,World\SkillActivated\TradeskillNodes\Bush_IceCap.mdx
4635,World\SkillActivated\TradeskillNodes\Bush_DreamFoil.mdx
4636,World\SkillActivated\TradeskillNodes\Bush_BlackLotus.mdx
4651,World\Generic\Dwarf\Passive Doodads\ExcavationBarrierPlank\ExcavationBarrierPlank.mdx
4652,World\SkillActivated\TradeskillNodes\Bush_Sansam.mdx
4653,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULSMALLINSTANCEDOOR.MDX
4671,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TAURENWALLSCROLLS\TAURENWALLSCROLL01BLUE.MDX
4672,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TAURENWALLSCROLLS\TAURENWALLSCROLL02BLUE.MDX
4673,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR03.MDX
4674,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR02.MDX
4675,World\Kalimdor\Silithus\PassiveDoodads\Gong\SilithidGong.mdx
4676,World\Azeroth\Stranglethorn\PassiveDoodads\TrollDrum\TrollDrumSoundObj.mdx
4677,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\BOOKS\BOOKSMALLOPEN02.MDX
4678,WORLD\GENERIC\GNOME\PASSIVE DOODADS\FURNITURE\GNOMECHAIR01.MDX
4691,World\wmo\Kalimdor\Buildings\NightElfMoonWell\DSNightElfMoonWellOrnate.wmo
4711,World\Generic\ActiveDoodads\InstancePortal\InstancePortal_Red.mdx
4712,World\Generic\PassiveDoodads\Furniture\Containers\Lichcontainer01.mdx
4713,World\Dungeon\CavernsOfTime\PassiveDoodads\Portal\COT_portal01.mdx
4714,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\LIGHTCRYSTAL\DIREMAULCRYSTALGENERATOR.MDX
4715,World\Generic\Human\Passive Doodads\Banners\BlueLorderonBanner.mdx
4716,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM03.MDX
4717,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM02.MDX
4718,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM01.MDX
4731,World\KhazModan\Uldaman\PassiveDoodads\Paintings\Painting01.mdx
4732,World\Generic\PassiveDoodads\Furniture\Containers\exploding_package.mdx
4733,World\KhazModan\Uldaman\PassiveDoodads\Paintings\Painting02.mdx
4751,WORLD\KALIMDOR\HYJAL\ACTIVEDOODADS\DOORS\HYJALGATE.MDX
4771,World\Generic\PassiveDoodads\Lights\FreestandingTorch04_HUGEblue.mdx
4791,WORLD\KALIMDOR\MAURADON\ACTIVEDOODADS\DOORS\STONE_DOOR01.MDX
4811,World\Kalimdor\Timbermaw\PassiveDoodads\TimbermawFlowers\TimbermawFlower02.mdx
4831,World\Generic\PassiveDoodads\ParticleEmitters\AuraRedTall.mdx
4851,World\KhazModan\Uldaman\PassiveDoodads\Debris\UldamanScrollDebris01.mdx
4852,World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeSmokeEmitter.mdx
4853,World\Kalimdor\Blackfathom\PassiveDoodads\Statue\BFD_StatueNagaPriestess.mdx
4871,World\Generic\Satyr\Passive Doodads\Container\SatyrContainer01.mdx
4872,World\Generic\Human\Passive Doodads\Books\BookMediumOpen02.mdx
4873,World\Kalimdor\Darkshore\PassiveDoodads\Anchors\DarkshoreAnchor01.mdx
4891,World\Lordaeron\Scholomance\PassiveDoodads\CrystalBall\ScholomanceCrystalBall01.mdx
4911,WORLD\GENERIC\UNDEAD\PASSIVE DOODADS\UNDERCITYWORM\UNDERCITYWORM.MDX
4931,
4951,World\Kalimdor\StoneTalon\ActiveDoodads\Tree\g_sapling01.mdx
4971,
4972,World\Goober\G_RitualOfDoom.mdx
4991,World\Generic\Gnome\Passive Doodads\Buckets\Gnomebucket05.mdx
4992,World\Azeroth\Elwynn\PassiveDoodads\Pick\Pick.mdx
4993,World\Kalimdor\OnyxiasLair\LavaTraps\OnyziasLairLavaSplash.mdx
5011,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal01.mdx
5012,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal02.mdx
5013,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal04.mdx
5014,World\KhazModan\Ironforge\PassiveDoodads\LavaSteam\LavaSteam.mdx
5015,World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx
5016,World\Generic\PassiveDoodads\ParticleEmitters\LavaParticleSplash.mdx
5017,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal03.mdx
5031,World\Kalimdor\Timbermaw\PassiveDoodads\TimbermawFlowers\TimbermawFlower01.mdx
5051,World\Generic\Goblin\PassiveDoodads\GoblinShredderSuit\GoblinShredderSuit02.mdx
5071,World\Generic\PassiveDoodads\ParticleEmitters\LavaSmokeEmitterB.mdx
5072,World\Dungeon\Cave\PassiveDoodads\Stalagtite\Stalagtite01.mdx
5073,World\Dungeon\Cave\PassiveDoodads\Stalagmite\Stalagmite01.mdx
5074,
5075,
5091,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation01.mdx
5092,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation03.mdx
5093,World\Azeroth\Stranglethorn\PassiveDoodads\TrollDungeonPottery\TrollDungeonPottery03.mdx
5111,World\Generic\Orc\Passive Doodads\HordeBanners\HordeBanner03.mdx
5112,World\Azeroth\Elwynn\PassiveDoodads\WaterBasin\WaterBasin.mdx
5113,World\Generic\Tauren\Passive Doodads\TaurenRugs\TaurenRug04.mdx
5131,World\Generic\Satyr\Passive Doodads\Container\SatyrContainer03.mdx
5151,World\Goober\G_BrazierOrcPurple.mdx
5171,World\Generic\Human\Passive Doodads\WoodenDummies\GeneralWoodenDummy02.mdx
5191,World\Generic\Dwarf\Passive Doodads\ExcavationBannerStands\ExcavationBannerStand01.mdx
5211,World\Generic\Orc\Passive Doodads\Banners\OgreBannerSnow.mdx
5212,WORLD\KALIMDOR\MAURADON\ACTIVEDOODADS\BUTTON\CENTAURTELEPORTER01.MDX
5231,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Maraudon.mdx
5251,World\Goober\G_XMasTree.mdx
5252,World\Generic\PassiveDoodads\Christmas\XmasTree_LargeHorde01.mdx
5253,World\Generic\PassiveDoodads\Christmas\XmasTree_LargeAlliance01.mdx
5254,World\Generic\PassiveDoodads\Christmas\XmasGift01.mdx
5255,World\Generic\PassiveDoodads\Christmas\XmasGift02.mdx
5256,World\Generic\PassiveDoodads\Christmas\XmasGift03.mdx
5257,World\Generic\PassiveDoodads\Christmas\XmasGift04.mdx
5258,World\Generic\PassiveDoodads\Christmas\XmasGift05.mdx
5259,World\Generic\PassiveDoodads\Christmas\XmasGift06.mdx
5260,World\Generic\PassiveDoodads\Christmas\XmasStocking01.mdx
5261,World\Generic\PassiveDoodads\Christmas\XmasStocking02.mdx
5262,World\Generic\PassiveDoodads\Christmas\XmasStocking03.mdx
